Name,Street,City,Zip
MISC SPIKE SALES-FLAGSTAFF,1850 E. BUTLER,FLAGSTAFF,86001
MISSION ROYAL GOLF,11 S.MISSION BLVD,CASA GRANDE,85222
MOBEEN SHELL,8530 E. SPEEDWAY; BLDG A,TUCSON,85710
MONTEREY LIQUOR,6240 E. SPEEDWAY; BLDG A,TUCSON,85712
MUNDS PARK CHEVRON,17700 MUNDS RANCH ROAD,MUNDS PARK,86017
MUSTANG #0121,825 MONROE,BUCKEYE,85326
MYOB TEXACO #25,3901 E. 22ND ST,TUCSON,85711
NAVAJO TRAVEL CENTER,EXIT 325 INT.40,NAVAJO,86502
NEW CRESCENT SMOKE SHOP,200 E. CONGRESS,TUCSON,85701
NEW EMPIRE MARKET,526 E. 9TH ST.,TUCSON,85705
ANZA MARKETPLACE,10A AVENIDA GOYA,TUBAC,85646
NOGALES MARKET #02,409 BAFFERT DR; BLDG A,NOGALES,85621
OAK CREEK CHEVRON,6416 HIGHWAY 179,SEDONA,86351
OLSENS MARKETPLACE IGA,1961 AJO/GILA BEND HWY,AJO,85321
QUIKTRIP #1450,68 W. RIVER ROAD,TUCSON,85704
ONE STOP,2325 WOODLANDS VILLAGE,FLAGSTAFF,86001
ORDINARY BIKE SHOP,311 7TH STREET,TUCSON,85705
PALO VERDE IRVINGTON CHEV,3535 E. IRVINGTON RD,TUCSON,85714
PEAK VIEW COUNTRY STORE,3400 N. Ft. Valley Rd.,FLAGSTAFF,86004
PIMA LIQUORS,2858 W. DREXEL,TUCSON,85746
PINAL FOOD MARKET,90 MAIN ST,FLORENCE,85232
PINES GOLF CLUB AT MARANA,8480 N. CONTINENTAL LINKS,MARANA,85743
PIZZA FACTORY-BUCKEYE,21699 W YUMA RD #109,BUCKEYE,85326
PLEASANT HARBOR RV RESORT,8708 W HARBOR DRIVE,PEORIA,85383
PRESCOTT FOOD STORE,146 S. MENTEZUMA,PRESCOTT,86303
PUMP N MUNCH,3502 W CACTUS RD,PHOENIX,85029
QUEEN VALLEY MARKET,1393 QUEEN VALLEY DR,APACHE JUNCTION,85219
QUICK STOP #1,1002 W. CONGRESS,TUCSON,85745
QUICK STOP & GAS,14875 CAVE CREEK RD,PHOENIX,85032
QUICK STOP MARKET,5423 S. PALO VERDE,TUCSON,85706
QUICK BREAK,3095 E. IRVINGTON,TUCSON,85714
QUIKTRIP #0401,517 W MCKELLIPS,MESA,85201
QUIKTRIP #0402,1331 S COUNTRY CLUB DR,MESA,85210
QUIKTRIP #0404,9229 E UNIVERSITY DR,MESA,85207
QUIKTRIP #0405,10233 N 19TH AVE,PHOENIX,85021
QUIKTRIP #0407,2750 W THUNDERBIRD RD,PHOENIX,85053
QUIKTRIP #0408,1106 E BROADWAY RD,TEMPE,85282
QUIKTRIP #0409,6705 W BUCKEYE RD,PHOENIX,85043
QUIKTRIP #0411,1707 W BELL RD,PHOENIX,85023
QUIKTRIP #0412,8004 N 27TH AVE,PHOENIX,85051
QUIKTRIP #0413,4255 W UNION HILLS DR,GLENDALE,85308
QUIKTRIP #0416,9020 N 91ST AVE,PEORIA,85345
QUIKTRIP #0417,3563 E MAIN ST,MESA,85213
QUIKTRIP #0418,2009 W GLENDALE AVE,PHOENIX,85021
QUIKTRIP #0421,19990 N 19TH AVE,PHOENIX,85027
QUIKTRIP #0422,8302 W BUCKEYE RD,TOLLESON,85353
QUIKTRIP #0425,2941 E INDIAN SCHOOL,PHOENIX,85016
QUIKTRIP #0426,19815 N 7TH ST,PHOENIX,85027
QUIKTRIP #0427,1995 N ARIZONA AVE,CHANDLER,85225
QUIKTRIP #0428,18855 N 83RD AVE,PEORIA,85382
QUIKTRIP #0429,1545 N SCOTTSDALE RD,TEMPE,85281
QUIKTRIP #0430,6721 W THUNDERBIRD,PEORIA,85381
QUIKTRIP #0433,414 S STAPLEY DR,MESA,85204
QUIKTRIP #0434,1915 W SOUTHERN AVE,PHOENIX,85041
QUIKTRIP #0435,1610 E HIGHLAND AVE,PHOENIX,85016
QUIKTRIP #0438,1733 S GREENFIELD RD,MESA,85206
QUIKTRIP #0439,7522 W DEER VALLEY RD,PEORIA,85382
QUIKTRIP #0440,321 W INDIAN SCHOOL RD,PHOENIX,85013
QUIKTRIP #0441,918 E BASELINE RD,TEMPE,85283
QUIKTRIP #0442,2010 S ARIZONA AVE,CHANDLER,85248
QUIKTRIP #0443,4420 W INDIAN SCHOOL RD,PHOENIX,85031
QUIKTRIP #0444,1155 N 51ST AVE,PHOENIX,85043
QUIKTRIP #0446,1550 N DYSART,GOODYEAR,85338
QUIKTRIP #0447,5957 E MCDOWELL RD,MESA,85215
QUIKTRIP #0448,9910 W CAMELBACK RD,GLENDALE,85307
QUIKTRIP #0451,6702 W MC DOWELL,PHOENIX,85035
QUIKTRIP #0453,11604 W OLIVE AVE,YOUNGTOWN,85363
QUIKTRIP #0456,5082 NW GRAND AVE,GLENDALE,85301
QUIKTRIP #0457,339 N POWER RD,MESA,85205
QUIKTRIP #0458,2836 N 27TH AVE,PHOENIX,85017
QUIKTRIP #0459,1141 S CRIMSON RD,MESA,85208
QUIKTRIP #0461,2535 W CAMELBACK RD,PHOENIX,85017
QUIKTRIP #0493,3445 W BASELINE RD,PHOENIX,85339
QUIKTRIP #0468,11309 NW GRAND AVE,YOUNGTOWN,85363
QUIKTRIP #0469,2761 E BASELINE RD,GILBERT,85234
QUIKTRIP #0470,6702 W GLENDALE AVE,GLENDALE,85303
QUIKTRIP #0471,297 N 99TH AVE,GOODYEAR,85338
QUIKTRIP #0474,22185 S ELLSWORTH LOOP RD,QUEEN CREEK,85242
QUIKTRIP #0478,5545 S POWER ROAD,MESA,85212
QUIKTRIP #0479,8233 N 7TH ST,PHOENIX,85020
QUIKTRIP #0481,3855 N 75TH AVENUE,PHOENIX,85033
QUIKTRIP #0482,1627 N PINAL AVE,CASA GRANDE,85222
QUIKTRIP #0485,2019 E CACTUS RD,PHOENIX,85022
QUIKTRIP #0486,726 S GILBERT RD,GILBERT,85296
QUIKTRIP #0487,9120 W INDIAN SCHOOL RD,PHOENIX,85037
QUIKTRIP #0490,8877 W THUNDERBIRD,PEORIA,85381
QUIKTRIP #0494,11420 W BELL RD,SURPRISE,85374
QUIKTRIP #0496,2657 S POWER RD,MESA,85208
QUIKTRIP #0499,20530 N. JOHN WAYNE PKWY,MARICOPA,85239
RED MESA EXPRESS #505,701 N. NAVAJO DRIVE,PAGE,86040
STRIKERS BAR & BILLARDS,1111 N. BEELINE HIGHWAY,PAYSON,85541
RIO RICO SERVICE CTR,1041 YAVAPAI DR; BLDG A,RIO RICO,85648
RITA RANCH MARKET & RESTAURANT,8201 S. RITA ROAD; BLDG A,TUCSON,85747
RIVER ROAD CHEVRON,4990 N. ORACLE,TUCSON,85704
ROAD RUNNER MARKET,16121 S. HOUGHTON RD; BLD,VAIL,85641
ROUTE 66 AUTO CARE,801 W ROUTE 66,WILLIAMS,86046
ROUTE 66 CHEVRON,527 W CHINO,SELIGMAN,86337
ROYAL ROAD MARKET,1200 PATAGONIA ROAD; BLDG,NOGALES,85621
RP FOOD STORE,902 W. MIRACLE MILE; BLDG,TUCSON,85705
RUNDLE MARKET,1324 W UNIVERSITY,TEMPE,85281
S & K MARKET,2520 N. 15TH AVE,TUCSON,85705
GATEWAY SHELL,5502 E. 22ND,TUCSON,85711
SALT & PEPPER #3,110 N. REDDINGTON RD; BLD,SAN MANUEL,85631
SAM-ROSE MARKET,5710 S. CAMINO VERDE,TUCSON,85746
EL HERRADERO,1310 W. PRINCE ROAD,TUCSON,85705
SHELL  FOOD MART,19680 JOHN WAYNE PARKWAY,MARICOPA,85239
SHELL FOOD MART,530 E. WICKENBURG WAY,WICKENBURG,85358
SHOP KWIK,1150 W MCLELLAN,MESA,85201
SHOPES IGA,1940 S. ARIZONA BLVD,COOLIDGE,85228
SHOPPETTE,DMAFB,TUCSON,85707
RAE'S PLACE,25 N. STONE,TUCSON,85704
SLICES @ TEMPE MARKETPLACE,2000 E RIO SALADO PKWY#13,TEMPE,85281
SMITH'S FOOD #190,3490 STOCKTON HILL RD.,KINGMAN,86401
SPEEDSMART CHEVRON,5965 E. BROWN RD,MESA,85205
SPIKE GED-EVENT SALES,705 E AJO WAY; A2,TUCSON,85713
ST. MARY'S FOOD STORE-SHELL,880 W. ST. MARY'S,TUCSON,85745
STAYSHON CHEVRON,8823 E CHAPPERAL,SCOTTSDALE,85260
SUN STOP LIQUORS,1212 E APACHE,TEMPE,85281
SUNLITE MARKET,13350 S SUNLAND GIN RD,ARIZONA CITY,85223
SUNRISE OIL #1,4811 E. SUNRISE; #165,TUCSON,85718
SUNSHINE MARKET,1997 S AVE; #13,YUMA,85364
SUNSHINE MART,2531 E. UNIVERSITY,TEMPE,85281
SUPER H,2710 W. RUTHRAUFF; BLDG A,TUCSON,85705
SUPER PLUS CHEVRON,4356 E UNIVERSITY,MESA,85205
SUPER STAR CAR WASH,1615 N. 99TH AVE,PHOENIX,85037
TEXACO FOOD MART GILA BEND,619 W PIMA ST,GILA BEND,85337
THE BUTCHER & FARM MKTPLACE,224 E MONROE,BUCKEYE,85326
THE TRAILHEAD BIKE SHOP & CAFE,6825 N 16TH ST; STE A9,PHOENIX,85016
THREE POINTS GENERAL STORE,16225 W. AJO WAY,TUCSON,85735
TINAS COUNTRY MARKET,5975 W. WESTERN WAY; #112,TUCSON,85713
TONOPAH MOBIL,4126 N 411TH AVE,TONOPAH,85354
TONTO APACHE MARKET,18 TONTO APACHE RESERVATI,PAYSON,85541
TONTO BASIN MARKET PLACE,1 HIGHWAY 188,TONTO BASIN,85553
TORTILLA FLAT RESORT,ONE MAIN STREET,TORTILLA FLATS,85290
TRIBE MULTI SPORT,7624 E. Indianschool Ste.,SCOTTSDALE,85251
TRIPLE T,5451 E. BENSON HWY; BLDG,TUCSON,85706
T'S LIQUOR AND CONV. MART,1301 E UNIVERSITY,TEMPE,85281
TUMBLEWEED MARKET,13640 S. SUNLAND GIN RD,ARIZONA CITY,85223
UNCLE TOM'S QUICK STOP,4102 HWY 87,PINE,85544
VALLEY MART,16560 W. AVRA VALLEY RD,MARANA,85653
VENTURA MARKET-QC,2528 E COPPER MINE RD,QUEEN CREEK,85243
VENTURA MARKET-SCOTTSDALE,9211 E VIA DE VENTURA,SCOTTSDALE,85258
VERDE HAY MARKET,3410 E HWY 89 A,COTTONWOOD,86326
VITA-MART,512 S BEELINE HWY,PAYSON,85541
WALGREENS #00225,1549 W. ST. MARY'S RD,TUCSON,85745
WALGREENS #00950,1900 E. GRANT RD,TUCSON,85719
WALGREENS #01899,9495 E. SPEEDWAY BLVD,TUCSON,85710
WALGREENS #01900,9115 E. TANQUE VERDE; #A,TUCSON,85749
WALGREENS #02910,8730 E. BROADWAY,TUCSON,85710
WALGREENS #03007,9470 E. GOLF LINKS RD,TUCSON,85730
WALGREENS #03097,7115 E. TANQUE VERDE; #A,TUCSON,85715
WALGREENS #03463,1415 W. RIVER RD.,TUCSON,85704
WALGREENS #03837,1550 W. VALENCIA,TUCSON,85746
WALGREENS #04045,4685 E. GRANT RD.,TUCSON,85712
WALGREENS #04266,2150 W. ORANGE GROVE,TUCSON,85741
WALGREENS #05156,7800 N. CORTARO,MARANA,85743
WALGREENS #05209,3180 N. CAMPBELL AVE.,TUCSON,85719
WALGREENS #05750,10315 E. BROADWAY,TUCSON,85748
WALGREENS #05892,3910 E. 22ND ST.,TUCSON,85711
WALGREENS #06244,4700 E. BROADWAY,TUCSON,85711
WALGREENS #06245,7877 E. SNYDER RD.,TUCSON,85750
WALGREENS #06491,1351 W. PRINCE RD.,TUCSON,85705
WALGREENS #06645,5525 E. RIVER RD.,TUCSON,85750
WALGREENS #07041,9184 E. VALENCIA RD.,TUCSON,85747
WALGREENS #07209,3800 W. INA RD.,TUCSON,85741
WALGREENS #07304,2175 W. INA RD.,TUCSON,85741
WALGREENS #09953,7885 E. SPEEDWAY,TUCSON,85710
WALGREENS #11183,3200 E. SPEEDWAY,TUCSON,85716
WALGREENS #09952,12050 N. DOVE MTN.,MARANA,85658
WALGREENS #01950,10135 E. VIA LINDA,SCOTTSDALE,85258
WALGREENS #02273,1500 E CEDAR AVE,FLAGSTAFF,86004
WALGREENS #02398,825 W. BASELINE RD.;#108,TEMPE,85283
WALGREENS #02599,7337 N. VIA PASEO DEL SUR,SCOTTSDALE,85258
WALGREENS #02771,1305 S. GREENFIELD RD.,MESA,85206
WALGREENS #03003,6690 W. UNION HILLS DR.,GLENDALE,85308
WALGREENS #03163,3420 N. SCOTTSDALE RD.,SCOTTSDALE,85251
WALGREENS #03184,1585 E. GUADALUPE RD.,GILBERT,85234
WALGREENS #03385,5421 W. THUNDERBIRD,GLENDALE,85308
WALGREENS #03591,2811 E. BROADWAY RD.,MESA,85204
WALGREENS #03602,8816 E. PINNACLE PEAK,SCOTTSDALE,85255
WALGREENS #04018,2345 E. BASELINE RD.,GILBERT,85234
WALGREENS #04138,7923 E. MCDOWELL RD.,SCOTTSDALE,85257
WALGREENS #04139,3450 W. DUNLAP,PHOENIX,85051
WALGREENS #04344,1514 E. FLORENCE BLVD.,CASA GRANDE,85222
WALGREENS #04506,8015 E. INDIAN SCHOOL RD.,SCOTTSDALE,85251
WALGREENS #04507,15025 N. THOMPSON PEAK PK,SCOTTSDALE,85260
WALGREENS #04543,805 S VAL VISTA DR.,GILBERT,85296
WALGREENS #04722,4111 N. 24TH ST.,PHOENIX,85016
WALGREENS #04793,1975 S. ALMA SCHOOL RD.,CHANDLER,85248
WALGREENS #05221,1025 S. MILTON RD.,FLAGSTAFF,86001
WALGREENS #05392,420 S SOSSAMAN RD.,MESA,85208
WALGREENS #05701,1158 S. CRIMSON,MESA,85208
WALGREENS #05890,11350 E. VIA LINDA,SCOTTSDALE,85259
WALGREENS #05938,4134 N 44TH ST.,PHOENIX,85018
WALGREENS #06063,1825 W. BETHANY HOME,PHOENIX,85015
WALGREENS #06065,9009 N. 67TH AVE.,GLENDALE,85302
WALGREENS #06177,1135 N. MESA DR.,MESA,85201
WALGREENS #06333,2440 S. IRONWOOD DR.,APACHE JUNCTION,85220
WALGREENS #06534,20631 N. SCOTTSDALE RD.,SCOTTSDALE,85255
WALGREENS #06666,2880 N. CENTRE CT.,PRESCOTT VALLEY,86314
WALGREENS #06692,4766 E. QUEEN CREEK RD.,GILBERT,85297
WALGREENS #06729,10929 E. DYNAMITE BLVD.,SCOTTSDALE,85262
WALGREENS #06736,4410 W. CACTUS,GLENDALE,85304
QUIKTRIP #1482,3345 W. VALENCIA,TUCSON,85746
WALGREENS #11610,2000 S MILL AVE,TEMPE,85282
WATER N ICE,20928 N JOHN WAYNE PKWY,MARICOPA,85239
WATER N ICE,3141 S MCCLINTOCK DR;SUIT,TEMPE,85282
WATER N ICE,5082 S PRICE RD,TEMPE,85282
WATER N ICE SUPERSTORE 3,2945 E RIGGS RD,CHANDLER,85249
WEBERS IGA #52172,100 VERDE VALLEY SCHOOL R,SEDONA,86336
WELLS COUNTRY STORE,21844 W HARDING,WITTMANN,85361
WESTERN DRUG,105 MAIN STREET,SPRINGERVILLE,85938
WILDCAT MARKET & LIQUOR,3996 N. 1ST AVE.,TUCSON,85719
WILLIAMS CHEVRON,1300 NAVAJO BLVD,HOLBROOK,86025
WILMOT SHELL,7710 S. WILMOT RD; BLDG A,TUCSON,85706
WINSLOW SHELL,90 N HIPKOE DR,WINSLOW,86047
WINTERSBURG GENERAL STORE,2614 S. WINTERSBURG RD.,TONOPAH,85354
WOODY'S #00113,7849 E. HIGHWAY 69; #A,PRESCOTT VALLEY,86314
WOODY'S #00101 TONOPAH,4127 N 411TH AVE,TONOPAH,85354
WOODY'S #00102 AGUILA,51348 US HIGHWAY 60,AGUILA,85320
WOODY'S #00105 WICKENBURG,1075 N TEGNER,WICKENBURG,85358
WOODY'S #00106 WICKENBURG,1145 W WICKENBURG WAY,WICKENBURG,85358
WOODY'S #00137,35 W. PINEWOOD BLVD.,MUNDS PARK,86017
KIMPO ORIENTAL MARKET,5595 E. 5TH STREET,TUCSON,85711
BETTER BODIES,7285 E TANQUE VERDE RD,TUCSON,85715
ARIZONA VITAMINS 2,2605 E. SPEEDWAY,TUCSON,85716
TMC SHELL,5470 E GRANT ROAD,TUCSON,85712
FRIENDLY MARKET,830 W BROADWAY,TEMPE,85282
KICKSTAND KAFE,719 N. HUMPHREYS,FLAGSTAFF,86001
SCORPION BAY-STORE,10970 W PENINSULA RD,PEORIA,85342
ANDREW'S GAS & FOOD MART II,12170 N EL MIRAGE RD,EL MIRAGE,85335
SPEEDSMART #0119,3501 W CAMELBACK RD,PHOENIX,85019
QUIKTRIP #1452,5151 E. SPEEDWAY,TUCSON,85711
WALGREENS #10879,7111 E. GOLF LINKS,TUCSON,85730
QUIKTRIP #1490,2345 E. IRVINGTON,TUCSON,85714
QUIKTRIP #1460,1250 S. PANTANO RD.,TUCSON,85710
QUIKTRIP #1456,5565 W. CORTARO FARMS RD.,MARANA,85741
QUIKTRIP #1492,1425 W. GRANT RD.,TUCSON,85745
WALGREENS #10505,2785 N PINAL AVENUE,CASA GRANDE,85222
WALGREENS #10998,2483 E FLORENCE,CASA GRANDE,85222
WALGREENS #11470,25073 W SOUTHERN AVE,BUCKEYE,85326
HANSONS GOOD TO GO,1715 W. IRVINGTON RD.,TUCSON,85746
GENUINE FITNESS,4240 N. 1ST AVE.,TUCSON,85719
QUIKTRIP #0445,2775 S 51ST AVENUE,PHOENIX,85043
QUIKTRIP #0414,847 N ARIZONA AVE,GILBERT,85210
C&J TIRE AND WHEEL #1,4458 E SPEEDWAY,TUCSON,85712
TAYLOR GAS,6002 N GRANITE REEF RD,SCOTTSDALE,85250
VILLAGE COFFEE ROASTERY,8120 N HAYDEN,SCOTTSDALE,85258
"PURBASHA, LLC",6806 E BROWN,MESA,85208
SPEEDSMART #0105,815 N GILBERT RD,GILBERT,85234
STREET CORNER NEWS,4500 N. ORACLE SUITE 122,TUCSON,85705
GAS N GRUB 5,2805 E NORTHERN AVENUE,KINGMAN,86409
REBEL SMOKE SHOP,3502 E RT66 #103,FLAGSTAFF,86004
AT YOUR CONVENIENCE,1445 W SOUTHERN AVE,MESA,85202
LA CIMA MARKET,1644 E. SUMMIT ST.,TUCSON,85706
MAX MARKET & LIQUOR,2161 E UNIVERSITY,TEMPE,85281
SPEEDSMART #112,2075 S MILLER RD,BUCKEYE,85326
CHEVRON #0832,832 N HIGLEY RD,GILBERT,85234
J'S,2633 W BASELINE RD,MESA,85202
CASA VIDEO,2905 E. SPEEDWAY,TUCSON,85716
FUEL EXPRESS #2,1051 NAVAJO BLVD,HOLBROOK,86025
REBEL SMOKE SHOP #2,1421 S MILTON,FLAGSTAFF,86001
QUIKTRIP #1411,3605 W GLENDALE AVE,PHOENIX,85051
STANFORD GENERAL STORE,#4 COUNTY RD 8235,CONCHO,85924
WESTERN VILLAGE,1104 S BEELINE HWY,PAYSON,85541
MY SISTERS BAKERY & DELI,1101 S BEELINE HWY,PAYSON,85541
NOLINE'S COUNTRY STORE,HWY. 70,SAN CARLOS,85550
FLOOID YOGA,7077 E MAYO BLVD,PHOENIX,85054
VISTA FEED & SUPPLY,2052 W. SAHUARITA RD.,CORONA DE TUCSON,85641
BILL ARMSTRONG ENT,3696 E HWY 260,STAR VALLEY,85541
ALBERTOS MEXICAN FOOD,219 E HWY 260,PAYSON,85541
QUIKTRIP #0477,3806 W GREENWAY RD,PHOENIX,85053
FOOD & THINGS,4995 N GRANITE REEF,SCOTTSDALE,85251
DE LA FIT,7127 E BECKER,SCOTTSDALE,85254
APACHE SERVICE STATION,2 CHIEF AVENUE,WHITERIVER,85941
TROPICAL TAN,139 W COTTONWOOD #107,CASA GRANDE,85122
FLAME BROILER,1800 MILTON RD,FLAGSTAFF,86001
FIT BY FITNESS EXPRESS,389 COATIMUNDI AVE.,RIO RICO,85648
CHIRO HEALTH,511 E FLORENCE BLVD,CASA GRANDE,85122
BAJA MARKET,4000 E 29TH ST,TUCSON,85711
AMANDAS BEAUTY BOX,101 N 5TH ST,WILLIAMS,86046
KIDS CORNER,1010 W BRIDAL PATH LANE,PAYSON,85541
TIM'S TIRE,3435 S BUD ST,PAYSON,85541
MARANA UNIFIED SCHOOL DISTRICT,11279 W. GRIER RD #121C,MARANA,85653
CAPITAL WEST PARTNERS,6842 E.TANQUE VERDE #D,TUCSON,85715
WALGREENS #13758,6200 N SCOTTSDALE RD,SCOTTSDALE,85253
TLC COMMUNICATIONS INC.,3450 S. BROADMONT DR.,TUCSON,85704
GONZO'S MARKET,1334 S. 4TH AVENUE,YUMA,85364
THE BODY SHOP,540 AVE A,SAN MANUEL,85631
JR'S CONVENIENCE STORE,1601 N BEELINE HWY,SCOTTSDALE,85256
N & B HAND CAR WASH,219 W 2ND ST,CASA GRANDE,85122
MERCADO DE AMIGO 3,304 W PIMA RD,GILA BEND,85337
A-R SMOKE SHOP,1245 W. BASELINE ROAD,MESA,85210
DISCOVERY MARKET,2128 E FLORENCE BLVD,CASA GRANDE,85122
SAN MIGUEL GOLF CLUB,1505 S TOLTEC RD,ELOY,85131
TNT TAX SERVICE,117 W RT 66 SUITE 195,WILLIAMS,86046
MAYER MARKET,9985 S HWY 69,MAYER,86333
V PROTEIN SMOOTHIES & JUICE,840 S. WILMOT,TUCSON,85711
QUIKTRIP #1487,10230 E. GOLF LINKS,TUCSON,85730
INKREDIBOWLS SMOKE SHOP,3510 E BELL STE. 9,PHOENIX,85032
HOPI PLAZA CAFE,1500 SUNSET DR,HOLBROOK,86025
MAD MAX SALON,2700 N. CAMPBELL AVE #100,TUCSON,85719
ETERNAL TANS,20511 N HAYDEN RD #115,SCOTTSDALE,85255
HAPI BAKERY & CAFE,1940 E CAMELBACK RD,PHOENIX,85016
FLOORING SYSTEMS OF ARIZONA,3501 E GOLF LINKS RD,TUCSON,85713
GOLD & SILVER EXCHANGE,4250 E SPEEDWAY,TUCSON,85712
SMOOKAH SMOKE SHOP,393 W WARNER RD,CHANDLER,85225
SK FOOD MART,357 N STAPLEY DRIVE,MESA,85203
TOP SHELF,736 S MAIN STREET,CAMP VERDE,86322
OSR ANTHEM CLINIC,41125 N DAISY MTN DR,ANTHEM,85086
OSR N PHOENIX CLINIC,2655 W CAREFREE HWY,PHOENIX,85085
OSR PEORIA CLINIC,9784 W YEARLING RD,PEORIA,85383
OSR GILBERT CLINIC,3345 S VAL VISTA DR,GILBERT,85297
WALGREENS #12385,475 W FINNIE FLATS RD,CAMPE VERDE,86322
Otto's Pizza,543 2nd and Bison St,Kotzebue,99752
Bus Stop Grocery,700 W 6th Ave,Stock Shelves,99501
Peters Creek Chevron,20808 Bill Stephens Dr,Chugach,99567
Boniface Chevron,2801 Boniface Pkwy,Anchorage,99504
New Sagaya City Market,900 W 13th St,Anchorage,99501
Planet Fitness Northway Mall,3101 Penland Prkwy,Anchorage,99508
McFeron Chevron,1465 W Northern Lights,Anchorage,99503
Jitters,11401 Old Glenn Hwy,Eagle River,99577
Steves Food Boy,MI 4 S Big Lake Rd,Big Lake,99701
Eagle River Chevron,11836 Old Glenn Hwy,Eagle River,99577
Downtown Shell,901 E 1st Ave,Anchorage,99501
Planet Fitness Dimond,1920 W Dimond Blvd,Anchorage,99515
Rainforest Deli,12812 Old Glenn Hwy,Eagle River,99577
Three Bears Meadow Lake,445 N Pitman Rd,Wasilla,99654
Value Liquor Dimond,601 W Dimond Blvd,Anchorage,99515
Alaska Tobacco,36th & Old Seward,Anchorage,99518
Powerhouse Gym,802 Gamball St,Anchorage,99501
Acai Alaska,750 W Dimond Blvd,Anchorage,99515
K St Convenience,434 K Street,Anchorage,99501
Eagle River Shell,11301 Old Glenn Hwy,Eagle River,99577
Blockbuster Eagle River,12032 Business Blvd,Eagle River,99577
Latinos Innovations,4233 Mt View Dr,Anchorage,99517
Southside Kickboxing,1230 E 68th #108,Anchorage,99518
Bruces Muldoon Chevron,415 Muldoon Rd,Anchorage,99504
Planet Fitness Benson,700 E Benson,Anchorage,99503
Elite Health & Fitness,43090 Kenai Spur,Kenai,99611
Shoppers Forum Liquor,1255 Airport Rd,Fairbanks,99701
Choffees,632 W 6th Ave,Anchorage,99501
JIM'S DELI,2478 MONTAUK HIGHWAY,BELLPORT,11713
BELLPORT QUICK STOP,461 STATION ROAD,BELLPORT,11713
BELLPORT BEER,417 STATION ROAD,BELLPORT,11713
T GAS,1741 MONTAUK HWY,BELLPORT,11713
OK PETRO - BROOKHAVEN,2510 MONTAUK HIGHWAY,BROOKHAVEN,11719
FRIENDLY QUICK MART,2815 MONTAUK HWY,BROOKHAVEN,11719
KING KULLEN #15,552 MONTAUK HIGHWAY,CENTER MORICHES,11934
A & P WALDBAUMS D.I.P. STORE # 229,812 MONTAUK HIGHWAY,CENTER MORICHES,11934
USA GAS - CENTER MORICHES,230 MAIN STREET,CENTER MORICHES,11934
MORICHES BAGEL & DELI,329 MAIN STREET,CENTER MORICHES,11934
WANDA'S WEIGHT ROOM,225 MONTAUK HIGHWAY,CENTER MORICHES,11934
VALERO GAS,620 MONTAUK HWY,EAST MORICHES,11940
KING KULLEN #43,25 EASTPORT MANOR ROAD,EASTPORT,11941
VALERO - EASTPORT,125 COUNTY ROAD 51,EASTPORT,11941
EASTPORT PLAZA DELI,13 EASTPORT MANOR RD,EASTPORT,11941
KING KULLEN #33,460 COUNTY ROAD 111,MANORVILLE,11949
HANDY PANTRY - MANORVILLE,238 MORICHES ROAD &,MANORVILLE,11949
HESS #32434,285 WADING RIVER ROAD,MANORVILLE,11949
7-11 #25150,450 CO RD 111/CHAPMAN BLVD,MANORVILLE,11949
MIKES DELI,260 MORICHES MIDDLE ISLAND RD,MANORVILLE,11949
IDEAL FOODS,1133 MONTAUK HWY.,MASTIC,11950
SHOP WITH US,1088 MASTIC ROAD,MASTIC,11950
CITGO,1081 MASTIC ROAD,MASTIC,11950
MANHATTAN BAGEL,388 MASTIC ROAD,MASTIC,11950
MASTIC SPORTS DELI,1355 MONTAUK HWY,MASTIC,11950
VALERO,1651 MONTAUK HWY,MASTIC,11950
NEIGHBORHOOD MARKET,73 WHITTIER DR,MASTIC BEACH,11951
TOWN & COUNTRY DELI,157A COMMACK ROAD,MASTIC BEACH,11951
BETH'S CORNER STORE,210 MASTIC BEACH ROAD,MASTIC BEACH,11951
TRACK FOOD MART,310 NEIGHBORHOOD ROAD,MASTIC BEACH,11951
USA GAS,450 NEIGHBORHOOD RD,MASTIC BEACH,11951
KING KULLEN #35,273 WILLIAM FLOYD PARKWAY,SHIRLEY,11967
BEST YET MARKET #10,803 MONTAUK HWY,SHIRLEY,11967
HESS #32588,525 WILLIAM FLOYD PARKWAY,SHIRLEY,11967
A & P - PATHMARK D.I.P. #646,800 MONTAUK HWY,SHIRLEY,11967
MASTIC DELI,234 WILLIAM FLOYD PARKWAY,SHIRLEY,11967
OAKWOOD DELI,525 NEIGHBORHOOD ROAD,SHIRLEY,11967
OCEAN GAS,900 MONTAUK HWY.,SHIRLEY,11967
CITGO - SHIRLEY,520 WILLIAM FLOYD PARKWAY,SHIRLEY,11967
COLIN DELI & MARKET,132 COLIN DRIVE,SHIRLEY,11967
ROYAL MARKET,451 GLEN DRIVE,SHIRLEY,11967
11-May,600 MONTAUK HWY,SHIRLEY,11967
QUICK STOP,20 FLOYD ROAD,SHIRLEY,11967
STATION CONVENIENCE,81 NORTHERN BLVD,SHIRLEY,11967
LA PLACITA,567 SURRY CIRCLE,SHIRLEY,11967
PURE FITNESS,134 MASTIC ROAD,WEST SHIRLEY,11967
7-11 #15966,MILL ROAD & STATION ROAD,WESTHAMPTON,11978
A & P WALDBAUMS D.I.P. STORE # 232,70 SUNSET AVENUE,WESTHAMPTON,11978
MILL DELI,286 MILL ROAD,YAPHANK,11763
